n,gapII,family_gapII,iterations,runtime
11,1.1052631578947365032,1.3157894736842106199,0,299.16951500000004672ms
11,1.1111111111111107164,1.3333333333333334814,0,335.76681000000002087ms
11,1.1111111111111111605,1.3333333333333343696,0,248.45271200000001955ms
11,1.0909090909090901623,1.2727272727272729292,0,251.43351600000002577ms
11,1.1111111111111111605,1.3333333333333334814,0,276.79727900000000318ms
11,1.1111111111111107164,1.3333333333333337035,0,234.14682900000002519ms
11,1.1052631578947365032,1.315789473684211286,0,245.85139600000002247ms
11,1.1052631578947365032,1.3157894736842110639,0,286.94633000000004586ms
11,1.0909090909090901623,1.2727272727272724851,0,276.24347000000000208ms
11,1.0909090909090906064,1.2727272727272731512,0,243.93062600000001794ms
11,1.0909090909090903843,1.2727272727272733733,0,243.4243860000000268ms
11,1.1052631578947365032,1.3157894736842110639,0,331.43217900000001919ms
11,1.0909090909090906064,1.2727272727272731512,0,325.37138600000002953ms
11,1.1052631578947367253,1.315789473684211508,0,272.07984800000002679ms
11,1.0909090909090901623,1.2727272727272727071,0,255.13472200000001067ms
11,1.1052631578947362812,1.315789473684211286,0,255.45204100000000836ms
11,1.0909090909090903843,1.2727272727272729292,0,266.0886920000000373ms
11,1.1052631578947362812,1.3157894736842108419,0,271.36421100000001161ms
11,1.1052631578947360592,1.3157894736842108419,0,261.39430600000002869ms
11,1.0909090909090901623,1.2727272727272729292,0,269.60108000000002449ms
11,1.0909090909090903843,1.2727272727272729292,0,260.64901500000001989ms
11,1.1052631578947365032,1.315789473684211286,0,235.29294800000002397ms
11,1.1052631578947365032,1.3157894736842110639,0,269.00334900000001426ms
11,1.0909090909090906064,1.2727272727272733733,0,244.80693800000000238ms
11,1.1052631578947365032,1.315789473684211286,0,249.01963000000000648ms
11,1.0909090909090901623,1.2727272727272727071,0,252.05060200000002624ms
11,1.0909090909090906064,1.2727272727272738174,0,295.69624300000003814ms
11,1.0909090909090903843,1.2727272727272727071,0,261.14550000000002684ms
11,1.1052631578947365032,1.315789473684211508,0,312.71760600000004616ms
11,1.1052631578947362812,1.3157894736842108419,0,287.92401900000004389ms
11,1.1111111111111109385,1.3333333333333339255,0,349.98677000000003546ms
11,1.1052631578947365032,1.3157894736842106199,0,365.27411200000000236ms
11,1.079999999999999405,1.2400000000000006573,0,261.17890800000003538ms
11,1.1052631578947367253,1.315789473684211508,0,223.1285970000000134ms
11,1.1111111111111107164,1.3333333333333337035,0,247.31641300000001138ms
11,1.1111111111111109385,1.3333333333333339255,0,228.98182100000002493ms
11,1.1142857142857138797,1.3125000000000006662,2,341.90434200000004239ms
11,1.1052631578947365032,1.315789473684211508,0,264.79366100000004281ms
11,1.0909090909090906064,1.2727272727272735953,0,278.17728600000003781ms
11,1.1052631578947365032,1.3157894736842110639,0,234.40561800000000404ms
11,1.1052631578947365032,1.315789473684211286,0,300.86016300000000002ms
11,1.1111111111111107164,1.3333333333333341475,0,207.181018000000023ms
11,1.1111111111111107164,1.3333333333333341475,0,248.18456700000001547ms
11,1.0909090909090906064,1.2727272727272733733,0,285.33567200000004505ms
11,1.0909090909090901623,1.2727272727272727071,0,295.18709600000005367ms
11,1.1052631578947365032,1.315789473684211286,0,229.93858000000000175ms
